ID_Transaction,deviceCategory,operatingSystem,campaign,medium,continent,Products,Products_Category,CA
ORD201612063099,desktop,Macintosh,(not set),(none),Americas,6,2,163.10999999999999
ORD201702191306,desktop,Macintosh,(not set),cpm,Americas,6,2,163.10999999999999
ORD201707262718,desktop,Macintosh,AW - Dynamic Search Ads Whole Site,cpc,Americas,6,3,162.81
ORD201608152042,desktop,Macintosh,(not set),(none),Americas,4,1,162.78
ORD201702102123,desktop,Linux,(not set),(none),Americas,10,4,162.75
ORD201608101737,desktop,Macintosh,(not set),(none),Americas,10,1,162.54999999999998
ORD201611212624,desktop,Macintosh,(not set),(none),Americas,8,1,162.3
ORD201609261730,desktop,Windows,(not set),(none),Americas,2,1,161.98
ORD201612123510,desktop,Macintosh,(not set),(none),Americas,4,2,161.96
ORD201705012207,desktop,Windows,(not set),(none),Americas,4,1,161.96
ORD201608221663,desktop,Macintosh,(not set),(none),Americas,6,1,161.91
ORD201609271802,desktop,Macintosh,(not set),(none),Americas,6,1,161.91
ORD201611172248,desktop,Macintosh,(not set),(none),Americas,6,2,161.91
ORD201611181654,desktop,Windows,(not set),(none),Americas,6,1,161.91
ORD201612092780,desktop,Macintosh,(not set),(none),Americas,6,1,161.91
ORD201702051355,desktop,Windows,(not set),(none),Americas,6,2,161.91
ORD201703171791,desktop,Chrome OS,(not set),organic,Americas,6,2,161.91
ORD201703302351,desktop,Macintosh,(not set),organic,Americas,6,1,161.91
ORD201704242132,desktop,Windows,(not set),(none),Americas,6,2,161.91
ORD201706111669,desktop,Chrome OS,(not set),(none),Asia,6,1,161.91
ORD201610161384,desktop,Macintosh,(not set),organic,Americas,6,1,161.88
ORD201611051344,desktop,Windows,(not set),(none),Americas,8,2,161.88
ORD201612092755,desktop,Windows,(not set),(none),Americas,12,2,161.88
ORD201705121958,desktop,Macintosh,(not set),(none),Americas,4,1,161.8
ORD201707262647,desktop,Macintosh,(not set),(none),Americas,10,5,161.75
ORD201608081674,desktop,Linux,(not set),(none),Americas,6,1,161.60999999999999
ORD201705163194,desktop,Windows,(not set),(none),Americas,2,1,161.5
ORD201611142514,desktop,Windows,(not set),(none),Americas,4,2,161.4
ORD201702141958,desktop,Macintosh,(not set),organic,Americas,2,1,161.4
ORD201609301452,desktop,Linux,(not set),(none),Americas,6,1,161.37
ORD201707212419,desktop,Macintosh,(not set),(none),Americas,6,3,161.34
ORD201611021924,desktop,Macintosh,(not set),(none),Americas,6,1,161.31
ORD201612053148,desktop,Macintosh,(not set),(none),Americas,6,1,161.31
ORD201612112202,desktop,Macintosh,(not set),(none),Americas,6,1,161.31
ORD201704112120,desktop,Macintosh,(not set),(none),Americas,6,1,161.31
ORD201708011814,desktop,Macintosh,(not set),(none),Americas,8,3,161.16
ORD201612041915,desktop,Macintosh,(not set),(none),Americas,10,2,161.0
ORD201704141636,desktop,Windows,(not set),(none),Americas,2,1,161.0
ORD201610261887,tablet,iOS,(not set),(none),Americas,4,2,160.98
ORD201608301636,desktop,Macintosh,(not set),organic,Americas,4,1,160.96
ORD201609091615,desktop,Windows,(not set),organic,Americas,4,1,160.92
ORD201701101946,desktop,Macintosh,(not set),cpm,Americas,2,1,160.92
ORD201701111958,desktop,Macintosh,(not set),cpm,Americas,2,1,160.92
ORD201705252324,desktop,Macintosh,(not set),(none),Americas,8,4,160.84
ORD201704211950,desktop,Macintosh,(not set),(none),Americas,6,2,160.8
ORD201703041500,desktop,Windows,(not set),(none),Americas,10,4,160.75
ORD201705312488,desktop,Macintosh,(not set),organic,Asia,6,2,160.71
ORD201611011940,desktop,Macintosh,(not set),(none),Americas,12,4,160.68
ORD201612193420,desktop,Macintosh,(not set),(none),Americas,8,2,160.68
ORD201608141065,desktop,Macintosh,(not set),(none),Americas,6,1,160.41
ORD201612212083,desktop,Macintosh,(not set),(none),Americas,4,1,160.36
ORD201704242024,desktop,Macintosh,(not set),(none),Americas,4,1,160.31
ORD201609091650,desktop,Macintosh,(not set),(none),Americas,4,1,160.12
ORD201612181997,desktop,Macintosh,(not set),(none),Americas,6,1,160.10999999999999
ORD201612251219,desktop,Macintosh,(not set),(none),Americas,6,2,160.10999999999999
ORD201703152270,desktop,Macintosh,(not set),(none),Americas,6,2,160.10999999999999
ORD201704021578,desktop,Macintosh,(not set),(none),Americas,6,1,160.10999999999999
ORD201707122436,desktop,Chrome OS,(not set),(none),Americas,6,2,160.02
ORD201706022196,desktop,Macintosh,(not set),(none),Americas,2,1,160.0
ORD201611152365,desktop,Macintosh,(not set),(none),Americas,4,1,159.96
ORD201612193812,desktop,Macintosh,(not set),referral,Americas,4,1,159.96
ORD201702022188,tablet,iOS,(not set),(none),Americas,4,1,159.96
ORD201703181343,desktop,Macintosh,AW - Dynamic Search Ads Whole Site,cpc,Americas,4,1,159.96
ORD201703202161,desktop,Windows,(not set),organic,Americas,4,2,159.96
ORD201706181450,desktop,Windows,(not set),(none),Americas,4,1,159.96
ORD201707291482,mobile,iOS,(not set),organic,Americas,10,1,159.95
ORD201705192363,mobile,iOS,(not set),organic,Americas,6,1,159.81
ORD201706052666,desktop,Chrome OS,(not set),organic,Americas,8,3,159.68
ORD201609261877,tablet,iOS,(not set),organic,Americas,10,1,159.60000000000002
ORD201612202958,desktop,Macintosh,(not set),(none),Americas,4,1,159.56
ORD201608021450,desktop,Macintosh,(not set),organic,Americas,6,1,159.51
ORD201611271980,desktop,Macintosh,(not set),(none),Americas,6,2,159.51
ORD201608241724,desktop,Windows,(not set),(none),Americas,4,1,159.1
ORD201608111688,desktop,Macintosh,(not set),referral,Americas,2,1,159.04
ORD201612143036,desktop,Linux,(not set),(none),Europe,8,3,159.04
ORD201608251551,desktop,Macintosh,(not set),(none),Americas,4,1,158.92
ORD201611162368,desktop,Macintosh,(not set),(none),Americas,6,1,158.91
ORD201611252518,tablet,iOS,(not set),(none),Americas,12,3,158.91
ORD201611283615,mobile,Windows,(not set),(none),Americas,6,3,158.91
ORD201612143059,desktop,Macintosh,(not set),(none),Americas,6,1,158.91
ORD201704112032,desktop,Macintosh,(not set),organic,Americas,6,1,158.91
ORD201703282294,desktop,Macintosh,(not set),organic,Americas,2,1,158.7
ORD20160807981,desktop,Macintosh,(not set),organic,Americas,4,1,158.66
ORD201608231781,mobile,Android,(not set),organic,Americas,4,1,158.5
ORD201608181708,desktop,Macintosh,(not set),(none),Americas,4,1,158.44
ORD201701011230,desktop,Macintosh,(not set),(none),Americas,4,1,158.36
ORD201706022257,desktop,Macintosh,(not set),(none),Americas,4,1,158.36
ORD201703111396,desktop,Macintosh,(not set),(none),Americas,6,2,158.31
ORD201612193474,desktop,Macintosh,(not set),(none),Americas,6,2,158.28
ORD201705012000,desktop,Macintosh,(not set),(none),Americas,6,1,158.28
ORD201706282675,desktop,Chrome OS,(not set),(none),Americas,8,2,158.24
ORD201705102160,desktop,Macintosh,(not set),(none),Americas,4,1,158.0
ORD201707221547,desktop,Chrome OS,(not set),(none),Americas,4,1,157.96
ORD201707122503,desktop,Macintosh,(not set),organic,Americas,6,1,157.95
ORD201611201744,desktop,Macintosh,(not set),(none),Americas,6,2,157.71
ORD201707021560,desktop,Windows,(not set),organic,Americas,6,2,157.68
ORD201706062487,desktop,Windows,(not set),(none),Americas,4,1,157.5
ORD201609271856,desktop,Windows,(not set),(none),Americas,10,1,157.3
ORD201610111982,desktop,Macintosh,(not set),(none),Americas,4,1,157.16
ORD201608191539,desktop,Chrome OS,(not set),(none),Americas,6,1,157.14000000000001
ORD201705141385,desktop,Macintosh,(not set),organic,Americas,6,3,157.10999999999999
ORD201706202313,mobile,Android,(not set),(none),Americas,6,1,157.10999999999999
ORD201706292244,desktop,Macintosh,(not set),(none),Americas,6,1,157.10999999999999
ORD201703072036,desktop,Macintosh,(not set),(none),Americas,2,1,156.75
ORD201703081901,desktop,Macintosh,(not set),organic,Americas,2,1,156.5
ORD201707202570,desktop,Macintosh,(not set),(none),Americas,10,1,156.4
ORD201610042869,desktop,Linux,(not set),(none),Americas,4,1,156.36
ORD201705152404,desktop,Chrome OS,(not set),(none),Americas,4,1,156.36
ORD201706072328,desktop,Macintosh,(not set),(none),Americas,6,1,156.03
ORD201707262685,desktop,Macintosh,(not set),organic,Americas,4,2,156.0
ORD201703181346,desktop,Macintosh,(not set),organic,Americas,6,3,155.97
ORD201610052637,desktop,Windows,(not set),(none),Americas,4,1,155.96
ORD201701311974,mobile,Android,(not set),(none),Americas,4,1,155.96
ORD20160911975,desktop,Windows,(not set),organic,Americas,6,1,155.94
ORD201610272068,desktop,Macintosh,(not set),(none),Americas,6,1,155.91
ORD201701141264,desktop,Macintosh,(not set),(none),Asia,6,1,155.91
ORD201703102004,desktop,Macintosh,(not set),organic,Americas,6,2,155.91
ORD201612182020,desktop,Macintosh,(not set),(none),Americas,4,2,155.9
ORD201609071557,desktop,Macintosh,(not set),(none),Americas,6,1,155.85000000000002
ORD201611061398,desktop,Macintosh,(not set),(none),Americas,6,3,155.85000000000002
ORD201702241933,desktop,Windows,(not set),(none),Americas,8,4,155.84
ORD201707052691,desktop,Macintosh,(not set),(none),Americas,8,3,155.8
ORD201706142485,desktop,Chrome OS,(not set),(none),Americas,6,2,155.79
ORD201610112085,mobile,Android,(not set),(none),Americas,6,1,155.64000000000001
ORD201702261428,mobile,iOS,(not set),organic,Americas,8,2,155.64
ORD201612123558,desktop,Macintosh,(not set),(none),Americas,4,2,155.52
ORD201608221655,desktop,Macintosh,(not set),(none),Americas,4,1,155.42
ORD201702131979,desktop,Macintosh,(not set),(none),Americas,4,1,155.4
ORD201612092608,desktop,Chrome OS,(not set),(none),Americas,6,2,155.39999999999998
ORD201708012428,desktop,Linux,(not set),(none),Americas,6,1,155.31
ORD20161112367,desktop,Macintosh,(not set),(none),Americas,4,1,155.14
ORD201705191878,desktop,Macintosh,(not set),(none),Americas,8,2,155.08
ORD201701122033,desktop,Macintosh,(not set),(none),Americas,4,2,155.04
ORD201702212213,desktop,Macintosh,(not set),(none),Americas,2,1,154.9
ORD201608152180,desktop,Macintosh,(not set),organic,Americas,6,1,154.89000000000001
ORD201702232170,desktop,Macintosh,(not set),organic,Americas,10,3,154.85
ORD201702162371,tablet,iOS,(not set),organic,Americas,10,1,154.8
ORD201703272236,desktop,Macintosh,(not set),organic,Americas,4,1,154.8
ORD201609301528,desktop,Macintosh,(not set),(none),Americas,6,1,154.75
ORD201610062125,desktop,Chrome OS,(not set),(none),Americas,6,1,154.71
ORD201612193274,desktop,Macintosh,(not set),(none),Americas,6,1,154.71
ORD201706302517,desktop,Macintosh,(not set),(none),Americas,6,1,154.71
ORD201707132625,desktop,Macintosh,(not set),organic,Americas,10,3,154.65
ORD201608051651,desktop,Macintosh,(not set),(none),Americas,4,1,154.6
ORD201703202139,desktop,Chrome OS,(not set),organic,Americas,2,1,154.43
ORD201608291564,desktop,Windows,(not set),organic,Americas,6,1,154.41
ORD201608161742,desktop,Macintosh,(not set),(none),Americas,6,1,154.35000000000002
ORD201608231585,desktop,Linux,(not set),(none),Americas,6,1,154.29
ORD201608221570,desktop,Macintosh,(not set),(none),Americas,4,1,154.2
ORD201701252778,desktop,Macintosh,(not set),(none),Americas,6,2,154.10999999999999
ORD201705102119,desktop,Windows,(not set),organic,Americas,6,1,154.10999999999999
ORD201706052456,desktop,Windows,(not set),(none),Americas,6,1,154.10999999999999
ORD201610313998,mobile,Android,(not set),organic,Americas,8,3,153.88
ORD201608152037,desktop,Macintosh,(not set),(none),Americas,6,1,153.87
ORD201707282357,desktop,Macintosh,(not set),(none),Americas,8,3,153.84
ORD201704252187,desktop,Windows,(not set),(none),Americas,4,1,153.56
ORD201705152476,desktop,Linux,(not set),(none),Americas,4,1,153.24
ORD201706082456,desktop,Chrome OS,(not set),(none),Americas,4,1,153.24
ORD201705302338,desktop,Macintosh,(not set),(none),Americas,12,3,153.23999999999998
ORD201706111604,desktop,Windows,(not set),(none),Asia,6,1,153.21
ORD201610313923,desktop,Macintosh,(not set),organic,Americas,4,1,153.16
ORD201704182061,desktop,Macintosh,(not set),(none),Americas,4,1,153.16
ORD201707301656,mobile,iOS,AW - Dynamic Search Ads Whole Site,cpc,Americas,10,1,153.0
ORD201701061880,desktop,Macintosh,(not set),(none),Americas,2,1,152.97
ORD201704221394,mobile,iOS,(not set),organic,Americas,4,1,152.96
ORD201706111668,mobile,iOS,(not set),(none),Americas,6,3,152.91
ORD201706292661,desktop,Macintosh,AW - Dynamic Search Ads Whole Site,cpc,Americas,6,2,152.91
ORD201707272385,desktop,Macintosh,(not set),cpm,Americas,2,1,152.9
ORD201703302332,desktop,Macintosh,(not set),(none),Americas,2,1,152.88
ORD201611011815,desktop,Windows,(not set),(none),Americas,6,3,152.85000000000002
ORD201612212560,desktop,Windows,(not set),(none),Americas,4,1,152.84
ORD201705242383,desktop,Macintosh,(not set),(none),Asia,6,2,152.79
ORD201707262697,desktop,Macintosh,(not set),(none),Americas,8,3,152.76
ORD201611131582,desktop,Windows,(not set),cpm,Americas,6,3,152.73
ORD201612241130,mobile,Android,AW - Dynamic Search Ads Whole Site,cpc,Americas,12,3,152.7
ORD201703091974,desktop,Macintosh,(not set),(none),Americas,2,1,152.7
ORD201707172640,desktop,Macintosh,(not set),(none),Americas,6,3,152.60999999999999
ORD201702172360,desktop,Linux,(not set),(none),Americas,4,1,152.36
ORD201705011886,desktop,Macintosh,(not set),(none),Americas,4,1,152.36
ORD201705082162,desktop,Macintosh,(not set),(none),Americas,4,1,152.36
ORD201608291502,desktop,Macintosh,(not set),(none),Americas,8,1,152.28
ORD201608091745,desktop,Windows,(not set),(none),Americas,4,1,152.24
ORD201705222423,desktop,Linux,(not set),(none),Americas,8,1,152.06
ORD201609211814,desktop,Windows,AW - Dynamic Search Ads Whole Site,cpc,Americas,8,1,151.96
ORD201704071798,mobile,iOS,(not set),organic,Americas,4,1,151.96
ORD201707312608,desktop,Windows,(not set),organic,Americas,8,4,151.96
ORD201703222269,desktop,Macintosh,(not set),(none),Americas,4,1,151.92
ORD201611201762,desktop,Windows,(not set),(none),Americas,8,3,151.84
ORD201612053144,desktop,Linux,(not set),(none),Americas,8,3,151.76
ORD201703121456,desktop,Macintosh,(not set),(none),Americas,6,2,151.75
ORD201612271807,desktop,Macintosh,(not set),(none),Americas,6,2,151.71
ORD201707052586,desktop,Macintosh,(not set),(none),Americas,6,2,151.71
ORD201702051238,desktop,Macintosh,(not set),(none),Americas,4,1,151.56
ORD201705052034,desktop,Chrome OS,(not set),(none),Americas,2,1,151.5
ORD201608101801,desktop,Macintosh,(not set),(none),Americas,8,1,151.32
ORD201608221690,desktop,Macintosh,(not set),(none),Americas,6,1,151.29
ORD201612162557,desktop,Macintosh,(not set),(none),Americas,4,1,151.16
ORD201608251384,desktop,Linux,(not set),(none),Americas,4,1,151.14
ORD201611072063,desktop,Macintosh,(not set),(none),Americas,4,2,151.12
ORD201705262080,desktop,Macintosh,(not set),(none),Americas,8,3,151.08
ORD201612143041,desktop,Macintosh,(not set),(none),Americas,6,2,151.07999999999998
ORD201705131130,mobile,Android,(not set),organic,Americas,2,1,150.99
ORD201706292417,desktop,Macintosh,(not set),(none),Americas,2,1,150.97
ORD201705061377,desktop,Linux,(not set),(none),Americas,4,1,150.84
ORD201706302331,desktop,Linux,(not set),(none),Americas,4,1,150.84
ORD201702232079,desktop,Chrome OS,(not set),organic,Americas,2,1,150.7
ORD20160813863,desktop,Macintosh,(not set),(none),Americas,6,1,150.66
ORD201706202273,desktop,Windows,(not set),organic,Americas,4,1,150.54
ORD201702172972,desktop,Macintosh,(not set),referral,Americas,4,1,150.36
ORD201704282129,desktop,Macintosh,(not set),(none),Americas,4,1,150.36
ORD201704301248,desktop,Chrome OS,(not set),(none),Americas,4,1,150.36
ORD201611091910,desktop,Macintosh,(not set),(none),Americas,8,2,150.24
ORD201707212351,desktop,Windows,(not set),organic,Americas,2,1,149.99
ORD201704182099,mobile,iOS,(not set),organic,Americas,4,1,149.96
ORD201702092515,desktop,Windows,(not set),(none),Americas,6,3,149.94
ORD201609181017,desktop,Macintosh,(not set),(none),Americas,4,1,149.92
ORD201612012950,desktop,Windows,(not set),(none),Americas,6,3,149.91
ORD201701052150,desktop,Windows,(not set),(none),Oceania,6,2,149.91
ORD201702121559,desktop,Windows,(not set),organic,Asia,6,2,149.91
ORD201703062229,desktop,Windows,(not set),(none),Americas,6,1,149.91
ORD201703121407,desktop,Macintosh,(not set),organic,Americas,6,2,149.91
ORD201705242519,mobile,Android,AW - Accessories,cpc,Americas,6,2,149.91
ORD201707011628,desktop,Macintosh,(not set),organic,Americas,6,2,149.91
ORD201611303300,desktop,Windows,(not set),(none),Americas,8,3,149.88
ORD201612053165,desktop,Macintosh,(not set),(none),Americas,6,2,149.79
ORD201609191782,desktop,Macintosh,(not set),organic,Americas,10,1,149.75
ORD201609011721,desktop,Macintosh,(not set),(none),Americas,4,1,149.68
ORD201611172334,desktop,Macintosh,(not set),(none),Americas,6,2,149.55
ORD201612271798,desktop,Macintosh,(not set),(none),Americas,4,1,149.16
ORD201612133220,desktop,Macintosh,(not set),cpm,Americas,4,2,149.14
ORD20160821945,desktop,Macintosh,(not set),organic,Americas,6,1,149.04
ORD201703081894,desktop,Windows,(not set),(none),Americas,2,1,148.99
ORD201612012844,desktop,Macintosh,(not set),(none),Americas,2,1,148.93
ORD201705152336,desktop,Macintosh,(not set),organic,Asia,6,2,148.71
ORD201702282092,desktop,Windows,(not set),(none),Americas,6,3,148.56
ORD201707182726,desktop,Macintosh,(not set),(none),Americas,8,2,148.56
ORD20160828907,desktop,Macintosh,(not set),(none),Americas,4,1,148.38
ORD201704282059,desktop,Macintosh,(not set),(none),Americas,4,1,148.36
ORD201705032132,desktop,Macintosh,(not set),organic,Americas,4,1,148.36
ORD201704172137,desktop,Macintosh,(not set),(none),Americas,6,1,148.10999999999999
ORD201707231896,desktop,Macintosh,(not set),organic,Americas,8,1,148.0
ORD201611142619,desktop,Windows,(not set),(none),Americas,4,1,147.96
ORD201703051539,desktop,Windows,(not set),organic,Americas,4,2,147.96
ORD201703292133,desktop,Windows,(not set),organic,Americas,4,1,147.96
ORD201703302338,desktop,Windows,(not set),cpm,Americas,4,2,147.96
ORD201704242095,desktop,Macintosh,(not set),(none),Americas,4,2,147.96
ORD201706132026,desktop,Chrome OS,(not set),(none),Americas,4,1,147.9
ORD201612301091,desktop,Macintosh,(not set),(none),Americas,8,3,147.84
ORD201702072157,mobile,Windows,(not set),(none),Americas,8,4,147.8
ORD201612072761,mobile,iOS,(not set),(none),Americas,8,4,147.76
ORD201706132239,desktop,Macintosh,(not set),(none),Americas,2,1,147.75
ORD201702282054,desktop,Macintosh,(not set),(none),Americas,2,1,147.7
ORD201708012497,desktop,Windows,(not set),(none),Americas,6,2,147.66
ORD201706292526,desktop,Windows,(not set),(none),Americas,4,2,147.6
ORD201707132684,desktop,Macintosh,(not set),(none),Americas,6,2,147.54
ORD201608152138,desktop,Macintosh,(not set),(none),Americas,8,1,147.52
ORD201703051577,desktop,Macintosh,(not set),(none),Americas,6,2,147.51
ORD20160801511,desktop,Macintosh,(not set),(none),Americas,10,1,147.4
ORD201612203124,desktop,Macintosh,(not set),(none),Americas,8,1,147.12
ORD201704182240,desktop,Macintosh,(not set),(none),Americas,8,3,147.08
ORD201707052688,desktop,Linux,(not set),(none),Americas,6,1,147.03
ORD201609271453,desktop,Macintosh,(not set),referral,Americas,2,1,146.99
ORD201701101873,desktop,Windows,(not set),(none),Americas,2,1,146.99
ORD201707102698,desktop,Windows,(not set),organic,Americas,4,1,146.99
ORD201610301286,mobile,iOS,(not set),organic,Americas,8,3,146.92
ORD201612102106,desktop,Macintosh,(not set),(none),Americas,6,1,146.91
ORD201702162370,mobile,iOS,(not set),(none),Americas,6,2,146.91
ORD201703311824,desktop,Chrome OS,(not set),organic,Americas,6,2,146.91
ORD201706013014,desktop,Linux,(not set),(none),Americas,6,1,146.91
ORD201608101726,desktop,Macintosh,(not set),(none),Americas,4,1,146.88
ORD201610191982,desktop,Macintosh,(not set),cpm,Americas,4,1,146.8
ORD201702222177,desktop,Chrome OS,(not set),organic,Americas,4,2,146.76
ORD201704172063,desktop,Macintosh,(not set),organic,Americas,2,1,146.75
ORD201708012570,desktop,Windows,(not set),(none),Americas,6,3,146.55
ORD201702142051,desktop,Macintosh,(not set),(none),Americas,4,1,146.36
ORD201702172293,desktop,Macintosh,(not set),(none),Americas,4,1,146.36
ORD201704291266,desktop,Windows,(not set),(none),Americas,4,1,146.36
ORD201705032065,desktop,Linux,(not set),referral,Americas,4,1,146.36
ORD201705052001,desktop,Macintosh,(not set),(none),Americas,4,1,146.36
ORD201706212496,desktop,Macintosh,(not set),(none),Americas,4,2,146.32
ORD201611152270,desktop,Macintosh,(not set),(none),Americas,6,2,146.31
ORD201612152439,desktop,Linux,(not set),(none),Americas,6,1,146.31
ORD201705291837,desktop,Macintosh,(not set),(none),Americas,6,1,146.31
ORD201705032297,desktop,Linux,(not set),(none),Americas,6,3,146.04
ORD201608091594,desktop,Macintosh,(not set),referral,Americas,2,1,146.0
ORD201608121801,desktop,Linux,(not set),(none),Americas,6,1,145.98
ORD201707301443,desktop,Macintosh,(not set),(none),Americas,4,1,145.98
ORD201609061445,desktop,Chrome OS,(not set),(none),Americas,4,1,145.94
ORD201608161591,desktop,Macintosh,(not set),(none),Americas,2,1,145.92
ORD201608221742,desktop,Windows,(not set),organic,Asia,8,1,145.84
ORD201704132055,desktop,Windows,(not set),(none),Americas,4,2,145.84
ORD201611111842,desktop,Macintosh,(not set),cpm,Americas,4,2,145.8
ORD201706082273,desktop,Macintosh,(not set),(none),Americas,4,1,145.72
ORD201612133184,desktop,Macintosh,(not set),(none),Americas,6,1,145.71
ORD201706272602,desktop,Macintosh,(not set),(none),Americas,6,1,145.71
ORD20160820933,desktop,Macintosh,(not set),organic,Americas,6,1,145.59
ORD201609071606,desktop,Macintosh,(not set),organic,Americas,6,1,145.41
ORD20160801401,desktop,Chrome OS,(not set),referral,Americas,4,1,145.4
ORD201610121842,desktop,Macintosh,(not set),(none),Americas,2,1,145.4
ORD201702232147,desktop,Macintosh,(not set),(none),Americas,6,1,145.10999999999999
ORD201704272482,desktop,Macintosh,(not set),(none),Americas,2,1,145.0
ORD201704272648,desktop,Macintosh,(not set),(none),Americas,12,4,144.9
ORD201704132050,desktop,Linux,(not set),(none),Americas,4,1,144.84
ORD201705122045,desktop,Macintosh,(not set),(none),Americas,2,1,144.75
ORD201609071573,desktop,Macintosh,(not set),(none),Americas,4,1,144.72
ORD201702222083,desktop,Macintosh,(not set),organic,Americas,2,1,144.7
ORD201701052065,desktop,Macintosh,(not set),(none),Americas,8,3,144.68
ORD201610161413,desktop,Macintosh,(not set),(none),Americas,6,3,144.51
ORD201704202196,desktop,Windows,(not set),organic,Americas,10,2,144.5
ORD201702172413,desktop,Macintosh,(not set),(none),Americas,4,1,144.36
ORD201703272272,desktop,Macintosh,(not set),(none),Americas,4,2,144.36
ORD201704282183,desktop,Chrome OS,(not set),(none),Americas,4,1,144.36
ORD201705022154,desktop,Macintosh,(not set),(none),Americas,4,1,144.36
ORD201705032224,desktop,Macintosh,(not set),(none),Americas,4,1,144.36
ORD201705082086,desktop,Macintosh,(not set),(none),Americas,4,1,144.36
ORD201705082168,desktop,Macintosh,(not set),(none),Americas,4,2,144.36
ORD201701061842,desktop,Windows,(not set),(none),Americas,2,1,143.98
ORD201703152188,desktop,Macintosh,(not set),organic,Americas,4,2,143.98
ORD201610132067,desktop,Macintosh,(not set),(none),Americas,4,1,143.96
ORD201611102016,desktop,Windows,(not set),(none),Americas,4,1,143.96
ORD201612162731,tablet,iOS,(not set),(none),Americas,4,2,143.96
ORD201702031960,mobile,iOS,(not set),(none),Americas,4,2,143.96
ORD201612052811,desktop,Macintosh,(not set),(none),Americas,2,1,143.93
ORD201611071825,desktop,Windows,(not set),referral,Americas,6,3,143.91
ORD201611283702,desktop,Macintosh,(not set),(none),Americas,6,2,143.91
ORD201612083138,desktop,Linux,(not set),(none),Americas,6,1,143.91
ORD201612143053,desktop,Windows,(not set),(none),Americas,6,2,143.91
ORD201703022015,desktop,Windows,(not set),organic,Americas,6,3,143.91
ORD201704301401,desktop,Windows,(not set),(none),Americas,6,3,143.91
ORD201609221718,desktop,Macintosh,(not set),organic,Americas,2,1,143.9
ORD201704042326,desktop,Windows,AW - Accessories,cpc,Americas,2,1,143.85
ORD201611032123,mobile,iOS,(not set),(none),Americas,4,2,143.84
ORD201611261859,desktop,Chrome OS,(not set),(none),Americas,8,1,143.8
ORD201609152131,desktop,Macintosh,(not set),organic,Americas,8,1,143.64
ORD201707102692,mobile,iOS,AW - Dynamic Search Ads Whole Site,cpc,Americas,6,1,143.60999999999999
ORD20160910914,mobile,Android,AW - Dynamic Search Ads Whole Site,cpc,Americas,6,1,143.55
ORD201703021967,desktop,Macintosh,(not set),(none),Americas,4,2,143.5
ORD201706171428,desktop,Chrome OS,(not set),(none),Americas,6,1,143.43
ORD201707091804,desktop,Windows,(not set),(none),Americas,6,1,143.43
ORD201611032092,desktop,Macintosh,(not set),(none),Asia,6,1,143.31
ORD201705012173,desktop,Windows,(not set),organic,Americas,6,1,143.16
ORD201704062306,desktop,Macintosh,(not set),(none),Americas,8,2,143.08
ORD201703142062,desktop,Macintosh,(not set),(none),Americas,4,1,142.96
ORD201705302183,desktop,Macintosh,(not set),organic,Americas,2,1,142.75
ORD201703012034,desktop,Macintosh,(not set),(none),Americas,6,1,142.71
ORD201705121847,desktop,Macintosh,(not set),organic,Americas,6,1,142.71
ORD201702111389,desktop,Macintosh,(not set),(none),Asia,2,1,142.65
ORD201704221374,desktop,Macintosh,(not set),(none),Americas,6,3,142.62
ORD201608051776,desktop,Macintosh,(not set),(none),Americas,4,1,142.44
ORD201701092191,desktop,Windows,(not set),(none),Americas,6,2,142.44
ORD201702162367,mobile,Android,(not set),organic,Americas,6,3,142.44
ORD201702162372,desktop,Macintosh,(not set),organic,Americas,4,1,142.38
ORD201705032803,desktop,Macintosh,(not set),referral,Americas,4,1,142.36
ORD201705112218,desktop,Macintosh,(not set),(none),Americas,4,1,142.36
ORD201608291551,desktop,Macintosh,(not set),(none),Americas,2,1,142.27
ORD201706171375,desktop,Macintosh,(not set),(none),Americas,6,1,142.23
ORD201707172598,desktop,Macintosh,(not set),(none),Americas,6,1,142.2
ORD201612013003,desktop,Macintosh,(not set),(none),Americas,8,3,142.16
ORD201701032442,desktop,Macintosh,(not set),(none),Americas,6,1,142.10999999999999
ORD201610271966,mobile,iOS,(not set),organic,Americas,4,1,141.96
ORD201611051348,desktop,Macintosh,(not set),(none),Americas,4,1,141.96
ORD201701311954,desktop,Macintosh,(not set),(none),Americas,6,2,141.84
ORD201705173210,desktop,Windows,(not set),(none),Americas,6,3,141.81
ORD201707141964,desktop,Chrome OS,(not set),(none),Americas,10,1,141.8
ORD201704212104,desktop,Linux,(not set),organic,Americas,6,2,141.75
ORD201609021565,desktop,Linux,(not set),(none),Americas,4,1,141.68
ORD201703121477,desktop,Macintosh,(not set),(none),Americas,2,1,141.65
ORD201612193462,mobile,Android,(not set),(none),Americas,6,3,141.63
ORD201609091628,desktop,Linux,(not set),(none),Americas,6,1,141.60000000000002
ORD201707142252,desktop,Macintosh,(not set),(none),Americas,4,1,141.52
ORD201705052026,desktop,Macintosh,(not set),(none),Americas,4,1,141.4
ORD201704042247,desktop,Macintosh,(not set),(none),Americas,4,2,141.36
ORD201701092144,desktop,Macintosh,(not set),(none),Americas,6,2,141.3
ORD201612082937,desktop,Macintosh,(not set),(none),Americas,4,1,141.16
ORD201702272142,desktop,Macintosh,(not set),organic,Americas,4,1,141.12
ORD201608301627,desktop,Macintosh,(not set),(none),Americas,4,1,141.1
